complaint_text,category,priority,location,date
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Whitefield,2026-01-17
Water dripping from the street valve near Whitefield.,Leakage,Medium,Whitefield,2026-01-05
charandi block agide Indiranagar nalli.,Drainage,Medium,Indiranagar,2026-03-02
neeralli kachara barthide.,Contamination,Medium,Hebbal,2026-01-22
Yelahanka ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Yelahanka,2026-02-06
No water supply since today.,Supply,High,KR Puram,2026-03-01
bad smll wter cming frm tap.,Contamination,Low,Jayanagar,2026-02-04
Drainage is blocked and overflowing in Jayanagar.,Drainage,High,Jayanagar,2026-01-11
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Yelahanka,2026-02-02
"Pipe burst in KR Puram, water is everywhere.",Leakage,High,KR Puram,2026-02-21
Kaveri neeru bandilla.,Supply,High,Electronic City,2026-01-04
Sewage mixed with drinking water.,Contamination,Medium,HSR Layout,2026-02-23
The water is brown and has particles in it.,Contamination,Medium,KR Puram,2026-02-07
Sewage water entering the road.,Drainage,Medium,Electronic City,2026-02-16
Taps are leaking continuously.,Leakage,Medium,HSR Layout,2026-01-14
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Electronic City,2025-12-25
No supply at all in Whitefield.,Supply,Medium,Whitefield,2026-02-28
Water is not safe for drinking today.,Contamination,Medium,HSR Layout,2026-01-03
water pipe odedide Indiranagar nalli.,Leakage,High,Indiranagar,2026-01-10
The water is brown and has particles in it.,Contamination,Medium,Marathahalli,2025-12-21
No supply at all in HSR Layout.,Supply,Medium,HSR Layout,2026-01-16
drinage blok in frnt of house.,Drainage,Medium,Hebbal,2026-01-13
"swalpa leak agtide, just drops HSR Layout hatra.",Leakage,Low,HSR Layout,2026-01-10
water stagnation due to blocked drainage.,Drainage,Medium,Hebbal,2025-12-17
The water is brown and has particles in it.,Contamination,Medium,Marathahalli,2026-02-28
neeru full black agide KR Puram nalli.,Contamination,High,KR Puram,2026-02-09
yaavaga neeru bartade? morning inda kawtidivi.,Supply,Medium,HSR Layout,2026-01-05
water colour is black.,Contamination,High,HSR Layout,2025-12-25
"drnking watr is nt gud, it is plluted.",Contamination,Medium,KR Puram,2026-02-20
Huge water leak at Indiranagar.,Leakage,Medium,Indiranagar,2026-01-24
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,High,Marathahalli,2026-02-17
getting dirty water for drinking.,Contamination,Medium,HSR Layout,2026-01-30
tumba neeru waste agthide Yelahanka nalli due to leak.,Leakage,Medium,Yelahanka,2026-01-25
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,Whitefield,2026-01-11
Drinking water is contaminated in HSR Layout.,Contamination,Medium,HSR Layout,2026-02-08
watr lekng frm pip Whitefield.,Leakage,Medium,Whitefield,2026-01-19
Water is muddy and unhygienic.,Contamination,Medium,Indiranagar,2026-03-03
Mosquitoes increasing because of drainage leak.,Drainage,Medium,HSR Layout,2026-02-23
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Yelahanka,2026-01-12
"Water timing is not followed, please fix.",Supply,Low,Yelahanka,2026-01-13
"ನಮ್ಮ ಮನೆಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ, ದಯವಿಟ್ಟು ಗಮನಿಸಿ.",Supply,Medium,Rajajinagar,2026-01-11
morning ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Electronic City,2026-01-06
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Yelahanka,2026-01-12
charandi block agide Yelahanka nalli.,Drainage,Medium,Yelahanka,2025-12-12
We are not getting water in Whitefield.,Supply,Medium,Whitefield,2026-01-27
charandi block agide Rajajinagar nalli.,Drainage,Medium,Rajajinagar,2025-12-29
no suply of watr since today.,Supply,Medium,Indiranagar,2026-02-14
"Drainage block agide, vasane barthide Hebbal.",Drainage,Low,Hebbal,2025-12-31
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,Whitefield,2026-01-23
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-03
KR Puram ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,KR Puram,2026-03-04
drinage blok in frnt of house.,Drainage,Medium,Hebbal,2026-03-05
getting dirty water for drinking.,Contamination,Medium,Whitefield,2025-12-26
Pipe is cracked and leaking water at Electronic City.,Leakage,Medium,Electronic City,2026-01-26
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,KR Puram,2026-02-10
yesterday ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Rajajinagar,2025-12-14
Water smells bad and is yellowish.,Contamination,High,Whitefield,2026-01-23
Continuous water leakage in our area Whitefield.,Leakage,Medium,Whitefield,2025-12-12
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,Marathahalli,2026-01-14
"drnking watr is nt gud, it is plluted.",Contamination,Medium,KR Puram,2025-12-17
KR Puram ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,KR Puram,2026-03-01
"Drainage block agide, vasane barthide Marathahalli.",Drainage,Low,Marathahalli,2026-01-14
neeru full black agide Whitefield nalli.,Contamination,High,Whitefield,2025-12-29
"Water timing is not followed, please fix.",Supply,Low,HSR Layout,2026-03-01
Indiranagar ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Indiranagar,2025-12-22
"Water timing is not followed, please fix.",Supply,Low,Whitefield,2025-12-15
water stagnation due to blocked drainage.,Drainage,Medium,Yelahanka,2025-12-31
The public drain is choked and overflowing heavily.,Drainage,High,Indiranagar,2026-02-25
tumba neeru waste agthide Rajajinagar nalli due to leak.,Leakage,Medium,Rajajinagar,2026-01-31
Low water pressure today.,Supply,Low,KR Puram,2025-12-14
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Whitefield,2026-01-19
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,Jayanagar,2025-12-15
neeru sari yagi supply agthilla.,Supply,High,Electronic City,2025-12-19
Pipe is cracked and leaking water at Jayanagar.,Leakage,Medium,Jayanagar,2026-02-16
"swalpa leak agtide, just drops Marathahalli hatra.",Leakage,Low,Marathahalli,2025-12-13
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,HSR Layout,2026-01-29
bad smll wter cming frm tap.,Contamination,Low,Whitefield,2025-12-27
Water is not safe for drinking today.,Contamination,Medium,Rajajinagar,2026-02-23
sewage neeru rastege bartide.,Drainage,High,Yelahanka,2026-02-18
"Drainage block agide, vasane barthide Hebbal.",Drainage,Low,Hebbal,2026-01-17
Not enough water pressure to reach the overhead tank.,Supply,Low,Yelahanka,2026-01-13
We are not getting water in Jayanagar.,Supply,Medium,Jayanagar,2026-01-08
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Yelahanka,2026-02-19
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2025-12-05
Water is leaking from the main pipe near Rajajinagar.,Leakage,Medium,Rajajinagar,2026-01-27
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2026-01-16
Sewage water entering the road.,Drainage,Medium,Marathahalli,2026-02-16
Mosquitoes increasing because of drainage leak.,Drainage,Medium,Marathahalli,2025-12-21
manhole open ide mattu overflow agthide.,Drainage,Medium,Hebbal,2026-02-20
drain is flul of grabage.,Drainage,Medium,Whitefield,2026-01-19
Water dripping from the street valve near Electronic City.,Leakage,Medium,Electronic City,2026-01-28
HSR Layout ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,HSR Layout,2025-12-14
Low water pressure today.,Supply,Low,Hebbal,2025-12-28
getting dirty water for drinking.,Contamination,Low,Rajajinagar,2025-12-07
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,KR Puram,2026-02-23
Broken pipe causing flooding near Whitefield.,Leakage,Medium,Whitefield,2026-01-19
pressure tumba low ide Whitefield nalli.,Supply,Low,Whitefield,2025-12-18
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Yelahanka,2026-01-05
"Gutter is blocked, very bad smell.",Drainage,Low,Yelahanka,2026-02-21
There is a severe water leak at the intersection in Marathahalli.,Leakage,Medium,Marathahalli,2026-01-17
"Jayanagar ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,Jayanagar,2026-01-27
Broken pipe causing flooding near KR Puram.,Leakage,Medium,KR Puram,2026-02-27
sewage neeru rastege bartide.,Drainage,High,HSR Layout,2026-01-23
Drainage is blocked and overflowing in Electronic City.,Drainage,High,Electronic City,2025-12-20
Sewage water entering the road.,Drainage,Medium,Yelahanka,2026-01-19
manhole open ide mattu overflow agthide.,Drainage,Medium,HSR Layout,2025-12-05
Water smells bad and is yellowish.,Contamination,High,HSR Layout,2026-01-20
Hebbal ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Hebbal,2026-02-18
No supply at all in Electronic City.,Supply,Medium,Electronic City,2025-12-10
pressure tumba low ide Rajajinagar nalli.,Supply,Low,Rajajinagar,2026-01-05
Drainage is blocked and overflowing in Marathahalli.,Drainage,High,Marathahalli,2026-02-16
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,Electronic City,2026-02-20
Taps are leaking continuously.,Leakage,Medium,Electronic City,2026-01-16
We are not getting water in Hebbal.,Supply,Medium,Hebbal,2026-02-01
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,HSR Layout,2026-01-06
"Gutter is blocked, very bad smell.",Drainage,Low,Yelahanka,2026-02-28
"swalpa leak agtide, just drops Electronic City hatra.",Leakage,Low,Electronic City,2026-01-26
manhole open ide mattu overflow agthide.,Drainage,Medium,KR Puram,2025-12-08
Indiranagar ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Indiranagar,2025-12-23
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,HSR Layout,2026-02-02
neeru sari yagi supply agthilla.,Supply,High,Hebbal,2026-01-12
water pipe odedide Marathahalli nalli.,Leakage,Medium,Marathahalli,2026-03-03
watr lekng frm pip Hebbal.,Leakage,Medium,Hebbal,2025-12-14
yaavaga neeru bartade? morning inda kawtidivi.,Supply,Medium,HSR Layout,2026-01-16
Huge water leak at Electronic City.,Leakage,Medium,Electronic City,2025-12-10
"drnking watr is nt gud, it is plluted.",Contamination,Medium,Marathahalli,2026-01-29
Hebbal ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,Hebbal,2025-12-14
neeru full black agide KR Puram nalli.,Contamination,High,KR Puram,2026-02-04
Low water pressure today.,Supply,Low,KR Puram,2026-01-27
Low water pressure today.,Supply,High,Electronic City,2026-01-26
"Water timing is not followed, please fix.",Supply,Low,KR Puram,2025-12-07
Pipe is cracked and leaking water at Hebbal.,Leakage,Medium,Hebbal,2025-12-27
Continuous water leakage in our area Whitefield.,Leakage,Medium,Whitefield,2026-01-29
Manhole is open and overflowing.,Drainage,High,Marathahalli,2025-12-27
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Jayanagar,2025-12-21
yaavaga neeru bartade? morning inda kawtidivi.,Supply,Medium,Yelahanka,2026-01-26
Drinking water is contaminated in Whitefield.,Contamination,Medium,Whitefield,2026-01-01
Yelahanka ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,Yelahanka,2025-12-09
Water supply illa yesterday inda.,Supply,High,Electronic City,2026-01-06
Foul odor coming from the supplied water.,Contamination,Medium,KR Puram,2026-02-04
neeralli kachara barthide.,Contamination,Medium,Marathahalli,2026-01-15
KR Puram ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,KR Puram,2025-12-20
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Electronic City,2025-12-17
water colour is black.,Contamination,High,Yelahanka,2026-01-16
Water is not safe for drinking today.,Contamination,Medium,Marathahalli,2026-02-19
"Gutter is blocked, very bad smell.",Drainage,Low,KR Puram,2026-01-25
sewage mix agide neeru jote.,Contamination,Medium,Jayanagar,2026-01-19
neeru sari yagi supply agthilla.,Supply,High,Jayanagar,2026-02-18
Manhole is open and overflowing.,Drainage,High,Indiranagar,2026-01-14
KR Puram ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,KR Puram,2026-01-19
No water supply since 1 week.,Supply,High,Marathahalli,2026-01-13
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2025-12-16
water colour is black.,Contamination,High,Marathahalli,2026-03-03
Water is not safe for drinking today.,Contamination,Medium,HSR Layout,2025-12-05
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ HSR Layout.,Leakage,Medium,HSR Layout,2026-01-01
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,KR Puram,2026-02-05
Pipe is cracked and leaking water at Marathahalli.,Leakage,Medium,Marathahalli,2026-01-07
"Water wastage due to a leak at Marathahalli, please fix immediately.",Leakage,High,Marathahalli,2025-12-18
pype brst at Marathahalli.,Leakage,Medium,Marathahalli,2026-03-04
getting dirty water for drinking.,Contamination,Medium,Hebbal,2026-02-16
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ Jayanagar.",Leakage,Low,Jayanagar,2026-01-10
Whitefield ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Whitefield,2025-12-28
"drnking watr is nt gud, it is plluted.",Contamination,Medium,KR Puram,2025-12-13
When will water come today? No supply.,Supply,Medium,KR Puram,2026-03-02
ನೀರಿನ ಸಮಯ ಸರಿಯಾಗಿ ಪಾಲಿಸುತ್ತಿಲ್ಲ.,Supply,Medium,Yelahanka,2026-01-03
drain is flul of grabage.,Drainage,High,Electronic City,2025-12-10
"kudiyoke agalla, neeru halagide.",Contamination,Low,Indiranagar,2026-02-05
"No leakage, just a few drops coming out in Rajajinagar.",Leakage,Low,Rajajinagar,2025-12-27
Mosquitoes increasing because of drainage leak.,Drainage,Medium,HSR Layout,2025-12-30
The water is brown and has particles in it.,Contamination,Medium,Rajajinagar,2026-03-02
"Water timing is not followed, please fix.",Supply,Low,Marathahalli,2026-01-09
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,Whitefield,2025-12-24
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Whitefield,2026-02-10
"Drainage block agide, vasane barthide Rajajinagar.",Drainage,Low,Rajajinagar,2025-12-17
water stagnation due to blocked drainage.,Drainage,Medium,Whitefield,2026-02-22
"Minor leak, only drops coming out from the pipe at Rajajinagar.",Leakage,Low,Rajajinagar,2026-02-27
Drainage is blocked and overflowing in Yelahanka.,Drainage,High,Yelahanka,2026-01-18
Jayanagar ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Jayanagar,2026-01-10
Yelahanka ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Yelahanka,2026-02-26
water pipe odedide HSR Layout nalli.,Leakage,High,HSR Layout,2026-03-03
Water smells bad and is yellowish.,Contamination,High,KR Puram,2025-12-09
Sewage water entering the road.,Drainage,Medium,KR Puram,2026-01-22
Sewage water entering the road.,Drainage,Medium,Marathahalli,2026-02-11
Water is muddy and unhygienic.,Contamination,Medium,Hebbal,2026-01-20
neeru barthilla nam manege.,Supply,High,Rajajinagar,2026-01-29
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,HSR Layout,2026-02-22
"Jayanagar ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,Jayanagar,2026-01-06
watr lekng frm pip Whitefield.,Leakage,Medium,Whitefield,2026-02-27
Foul odor coming from the supplied water.,Contamination,Medium,Whitefield,2026-02-17
No supply at all in Yelahanka.,Supply,Medium,Yelahanka,2025-12-09
Manhole is open and overflowing.,Drainage,High,Electronic City,2025-12-18
charandi block agide HSR Layout nalli.,Drainage,Medium,HSR Layout,2026-02-24
The public drain is choked and overflowing heavily.,Drainage,High,Jayanagar,2026-02-28
Low water pressure today.,Supply,Low,Electronic City,2026-01-10
No supply at all in KR Puram.,Supply,Medium,KR Puram,2026-01-21
Completely dry taps in Yelahanka since morning.,Supply,Medium,Yelahanka,2025-12-20
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,HSR Layout,2026-02-05
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,Medium,Marathahalli,2026-02-19
"Jayanagar ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,Jayanagar,2026-01-13
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,Electronic City,2026-02-17
"main pipe break agide, neeru raste mele bartide KR Puram.",Leakage,Medium,KR Puram,2025-12-05
3 days ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,HSR Layout,2026-02-24
Whitefield ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Whitefield,2026-02-18
pressure tumba low ide Yelahanka nalli.,Supply,Low,Yelahanka,2026-01-28
Continuous water leakage in our area Electronic City.,Leakage,Medium,Electronic City,2025-12-11
neeru full black agide Indiranagar nalli.,Contamination,High,Indiranagar,2026-01-22
neeralli kachara barthide.,Contamination,Medium,Whitefield,2026-01-18
